n,media,ic_low,ic_high
138,0.5314492753623188,0.4574325419877325,0.6054660087369051
139,0.5276330935251798,0.4537690905494954,0.6014970965008644
140,0.5238714285714285,0.45016538158658026,0.5975774755562768
141,0.5263475177304965,0.4530071040618323,0.5996879313991607
142,0.5290985915492958,0.4560781705093042,0.6021190125892875
143,0.5314615384615385,0.4588076533524136,0.6041154235706635
144,0.5277777777777779,0.4552679832618417,0.6002875722937141
145,0.5303379310344829,0.4581566092758587,0.6025192527931071
146,0.5328835616438358,0.46102616699075516,0.6047409562969164
147,0.5352040816326531,0.4636940866508378,0.6067140766144684
148,0.5375067567567569,0.4663399788620509,0.6086735346514628
149,0.5398993288590606,0.46905780599633373,0.6107408517217874
150,0.5363066666666668,0.4655856808950499,0.6070276524382837
151,0.5327615894039737,0.4621659733779824,0.603357205429965
152,0.5352302631578949,0.46493498039902803,0.6055255459167618
153,0.5375686274509807,0.4675853575841858,0.6075518973177756
154,0.5340844155844159,0.4642207916560466,0.6039480395127852
155,0.530651612903226,0.4609132753400879,0.6003899504663642
156,0.5329102564102566,0.46348043463801114,0.602340078182502
157,0.5352101910828028,0.4660780593647952,0.6043423228008103
158,0.5318291139240509,0.4628154618612118,0.6008427659868899
159,0.5285157232704405,0.4596293053796976,0.5974021411611834
160,0.5252187500000003,0.4564585380972166,0.593978961902784
161,0.5273913043478263,0.45892820640862714,0.5958544022870256
162,0.5296975308641978,0.461509312464906,0.5978857492634896
163,0.531711656441718,0.46382961011104556,0.5995937027723905
164,0.5284817073170733,0.46071714986929263,0.5962462647648541
165,0.5304303030303033,0.4629709501828769,0.5978896558777296
166,0.5326385542168677,0.46544822019854415,0.5998288882351912
167,0.5294550898203595,0.4623761616595632,0.5965340179811558
168,0.5263095238095241,0.45934541569657045,0.5932736319224777
169,0.5285325443786985,0.4618242261579085,0.5952408625994884
170,0.5307235294117649,0.46427071298429873,0.5971763458392311
171,0.5328596491228073,0.4666649471651705,0.599054351080444
172,0.5349127906976746,0.4689821458331052,0.6008434355622441
173,0.5367803468208094,0.4711310516107829,0.6024296420308359
174,0.538902298850575,0.4734998204342078,0.6043047772669421
175,0.5410057142857145,0.47584828026344395,0.6061631483079851
176,0.5431534090909094,0.47823131876245983,0.6080754994193589
177,0.5450508474576273,0.4803906212476821,0.6097110736675726
178,0.5419943820224722,0.4774186339151365,0.6065701301298079
179,0.5389720670391065,0.4744841822145044,0.6034599518637086
180,0.5359833333333337,0.4715865333434558,0.6003801333232116
181,0.5379613259668512,0.47380488599833354,0.6021177659353688
182,0.5399505494505499,0.47602935510473443,0.6038717437963653
183,0.537010928961749,0.4731782826874988,0.6008435752359991
184,0.5389728260869568,0.475372463037522,0.6025731891363917
185,0.5408270270270275,0.4774679745255591,0.6041860795284958
186,0.5427150537634412,0.4795898254809019,0.6058402820459805
187,0.5445935828877009,0.48169977230595507,0.6074873934694467
188,0.5417021276595748,0.4788864250745126,0.604517830244637
189,0.5388412698412702,0.47610661795125775,0.6015759217312827
190,0.5406052631578951,0.4781068649686001,0.6031036613471902
191,0.5423926701570685,0.48012456265234127,0.6046607776617957
192,0.5442864583333338,0.4822330588701927,0.6063398577964748
193,0.5414766839378242,0.47949941303492144,0.6034539548407271
194,0.5431185567010314,0.4813786251454925,0.6048584882565703
195,0.5403435897435901,0.4786797294857513,0.6020074500014289
196,0.5423163265306127,0.4808466092827072,0.6037860437785181
197,0.5441827411167517,0.48291712516119684,0.6054483570723065
198,0.546055555555556,0.4849902771606483,0.6071208339504637
199,0.5478140703517592,0.48695943618263765,0.6086687045208807
200,0.5450800000000005,0.48429270694649623,0.6058672930535047
201,0.5468358208955229,0.48625454018367925,0.6074171016073664
202,0.5441336633663371,0.48361983189794244,0.6046474948347317
203,0.5414630541871925,0.4810200442674092,0.6019060641069759
204,0.5432843137254906,0.4830330000559639,0.6035356273950173
205,0.5406439024390248,0.48046338179489223,0.6008244230831574
206,0.5423834951456314,0.4823994336881067,0.6023675566031562
207,0.5397681159420294,0.4798539611449974,0.5996822707390616
208,0.5414759615384619,0.4817572603082369,0.6011946627686868
209,0.5432679425837325,0.48373243582539005,0.6028034493420749
210,0.5406857142857147,0.4812177668089534,0.600153661762476
211,0.5423601895734601,0.4830844108526901,0.6016359682942302
